MPIFFT_Gflops	MPIFFT_N	MPIFFT_maxErr	MPIFFT_Procs	MPIFFT_time4	MPIFFT_time5	MPIFFT_time6	MPIFFT_time0	MPIFFT_time1	MPIFFT_time2	MPIFFT_time3
18.0655	268435456	2.3666e-15	128	0.239285	0.601253	4.05312e-06	9.53674e-07	0.612283	0.116142	0.460297
17.5822	268435456	2.3666e-15	128	0.25442	0.634905	5.00679e-06	1.90735e-06	0.608302	0.131181	0.449408
18.1854	268435456	2.3666e-15	128	0.215404	0.619114	2.86102e-06	3.09944e-06	0.601321	0.108898	0.47198
18.0092	268435456	2.3666e-15	128	0.269112	0.597731	4.05312e-06	1.19209e-06	0.598614	0.13218	0.449704
18.9153	268435456	2.3666e-15	128	0.140065	0.640889	2.86102e-06	1.90735e-06	0.614734	0.052458	0.527108
17.7406	268435456	2.3666e-15	128	0.317196	0.562108	6.91414e-06	9.53674e-07	0.610538	0.131989	0.443825
17.771	268435456	2.3666e-15	128	0.294374	0.574422	5.00679e-06	1.90735e-06	0.602655	0.126554	0.449834
17.9022	268435456	2.3666e-15	128	0.214582	0.637265	5.96046e-06	1.90735e-06	0.605624	0.115796	0.460371
17.5066	268435456	2.3666e-15	128	0.294693	0.609568	5.00679e-06	2.14577e-06	0.603088	0.125216	0.453398
17.7668	268435456	2.3666e-15	128	0.156151	0.722262	2.86102e-06	9.53674e-07	0.620463	0.112546	0.479724
17.702	268435456	2.3666e-15	128	0.319825	0.60439	9.53674e-07	3.09944e-06	0.603583	0.134015	0.443872
18.5218	268435456	2.3666e-15	128	0.155736	0.687084	3.09944e-06	1.19209e-06	0.598292	0.117164	0.457263
18.52	268435456	2.3666e-15	128	0.15585	0.670412	5.00679e-06	1.19209e-06	0.598255	0.0542331	0.523545
17.5242	268435456	2.3666e-15	128	0.294902	0.588624	4.05312e-06	9.53674e-07	0.611555	0.134302	0.448597
17.9704	268435456	2.3666e-15	128	0.253959	0.587479	4.05312e-06	1.90735e-06	0.618892	0.115314	0.455426
17.2317	268435456	2.3666e-15	128	0.307923	0.621871	7.86781e-06	9.53674e-07	0.610963	0.115679	0.464549
17.8183	268435456	2.3666e-15	128	0.258734	0.592126	1.90735e-06	9.53674e-07	0.610057	0.135861	0.440666
17.9779	268435456	2.3666e-15	128	0.27013	0.603108	6.91414e-06	1.90735e-06	0.604574	0.132528	0.439957
18.1198	268435456	2.3666e-15	128	0.144302	0.700771	9.53674e-07	0	0.613367	0.059629	0.519193
18.5846	268435456	2.3666e-15	128	0.171779	0.621317	5.00679e-06	2.14577e-06	0.613604	0.0874531	0.490073
